0:00:00,100.0
0:00:11.034583,100.0
0:00:22.073673,100.0
0:00:33.112221,100.0
0:00:44.146426,100.0
0:00:55.186966,100.0
0:01:06.219103,100.0
0:01:17.268459,100.0
0:01:28.309578,100.0
0:01:39.351731,100.0
0:01:50.392102,100.0
0:02:01.433139,100.0
0:02:12.474956,100.0
0:02:23.525087,100.0
0:02:34.567225,100.0
0:02:45.603897,100.0
0:02:56.643926,100.0
0:03:07.678274,100.0
0:03:18.717181,100.0
0:03:29.758786,100.0
0:03:40.798889,100.0
0:03:51.848823,100.0
0:04:02.896426,100.0
0:04:13.936953,100.0
0:04:24.980034,100.0
0:04:36.025685,100.0
0:04:47.068449,100.0
0:04:58.108710,99.0
0:05:09.161399,99.0
0:05:20.196076,99.0
0:05:31.242227,99.0
0:05:42.293777,99.0
0:05:53.337063,99.0
0:06:04.388648,99.0
0:06:15.436752,99.0
0:06:26.490925,99.0
0:06:37.536354,99.0
0:06:48.590748,99.0
0:06:59.643601,99.0
0:07:10.695085,99.0
0:07:21.738865,99.0
0:07:32.776151,99.0
0:07:43.824223,99.0
0:07:54.871769,99.0
0:08:05.916126,99.0
0:08:16.958126,99.0
0:08:27.997926,99.0
0:08:39.032887,99.0
0:08:50.064914,99.0
0:09:01.107646,98.0
0:09:12.151314,98.0
0:09:23.188539,98.0
0:09:34.226695,98.0
0:09:45.262856,98.0
0:09:56.308661,98.0
0:10:07.345861,98.0
0:10:18.391951,98.0
0:10:29.428735,98.0
0:10:40.469387,98.0
0:10:51.516783,98.0
0:11:02.566119,98.0
0:11:13.606882,98.0
0:11:24.644254,98.0
0:11:35.683576,98.0
0:11:46.726578,98.0
0:11:57.778214,98.0
0:12:08.826190,98.0
0:12:19.874762,98.0
0:12:30.925285,98.0
0:12:41.970638,98.0
0:12:53.005154,98.0
0:13:04.044544,98.0
0:13:15.094076,98.0
0:13:26.138898,98.0
0:13:37.186060,98.0
0:13:48.230525,98.0
0:13:59.291797,98.0
0:14:10.335804,98.0
0:14:21.386279,98.0
0:14:32.439496,98.0
0:14:43.492573,98.0
0:14:54.541246,98.0
0:15:05.579976,98.0
0:15:16.628974,98.0
0:15:27.675394,98.0
0:15:38.716952,98.0
0:15:49.753985,98.0
0:16:00.795418,98.0
0:16:11.834420,98.0
0:16:22.873173,98.0
0:16:33.915257,98.0
0:16:44.958873,98.0
